# csv_version=1
# scenario="HM_human"
# t0_unix=1781255013.8783102
# t0_iso="2026-06-12T18:03:33+0900"
# motor_ids=[1, 2, 3, 4, 5, 6, 7]
# leader_sign={"1": -1.0, "2": 1.0, "3": -1.0, "4": 1.0, "5": -1.0, "6": 1.0, "7": -1.0}
# leader_scale={"1": 1.0, "2": 1.0, "3": 1.0, "4": 1.0, "5": 1.0, "6": 1.0, "7": 1.0}
# relay_mode="calib_ik"
# relay_active=false
# leader_connected=false
# imu_connected=true
# safe_profile_velocity=150
# max_vel_deg_s=180.0
# joint_limit_deg={"1": 120, "2": 120, "3": 90, "4": 140, "5": 90, "6": 90, "7": 90}
# leader_zero_offset_deg={"5": 90.0}
t,ev,leader_age,imu_age,read_fail,L1_deg,C1_deg,G1_deg,P1_deg,Lraw1,Praw1,L2_deg,C2_deg,G2_deg,P2_deg,Lraw2,Praw2,L3_deg,C3_deg,G3_deg,P3_deg,Lraw3,Praw3,L4_deg,C4_deg,G4_deg,P4_deg,Lraw4,Praw4,L5_deg,C5_deg,G5_deg,P5_deg,Lraw5,Praw5,L6_deg,C6_deg,G6_deg,P6_deg,Lraw6,Praw6,L7_deg,C7_deg,G7_deg,P7_deg,Lraw7,Praw7
0.063,,,0.000,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.108,,,0.011,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.879,,2040,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.160,,,0.007,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.879,,2040,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.212,,,0.001,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.264,,,0.003,0,,13.395,,2.374,,2048,,5.078,,7.473,,2049,,-1.175,,3.077,,2048,,-28.416,,8.879,,2040,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
0.317,,,0.002,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.368,,,0.017,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.421,,,0.016,0,,13.395,,2.374,,2048,,5.078,,7.473,,2049,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.473,,,0.011,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.522,,,0.007,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
0.572,,,0.003,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.623,,,0.018,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
0.673,,,0.013,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.723,,,0.008,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.879,,2040,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.773,,,0.004,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.823,,,0.018,0,,13.395,,2.374,,2048,,5.078,,7.473,,2049,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.872,,,0.013,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.879,,2040,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
0.922,,,0.003,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
0.973,,,0.003,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
1.023,,,0.016,0,,13.395,,2.374,,2048,,5.078,,7.473,,2049,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
1.073,,,0.001,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
1.122,,,0.005,0,,13.395,,2.374,,2048,,5.078,,7.473,,2049,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
1.172,,,0.016,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
1.223,,,0.015,0,,13.395,,2.374,,2048,,5.078,,7.473,,2049,,-1.175,,3.077,,2048,,-28.416,,8.879,,2040,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
1.272,,,0.010,0,,13.395,,2.374,,2048,,5.078,,7.473,,2049,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
1.323,,,0.006,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
1.372,,,0.001,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.879,,2040,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
1.422,,,0.015,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
1.473,,,0.011,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
1.522,,,0.006,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
1.573,,,0.002,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
1.623,,,0.015,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
1.673,,,0.011,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
1.722,,,0.005,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
1.773,,,0.007,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
1.823,,,0.015,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.879,,2040,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
1.873,,,0.011,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
1.922,,,0.002,0,,13.395,,2.374,,2048,,5.078,,7.473,,2049,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
1.973,,,0.032,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
2.022,,,0.032,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
2.073,,,0.005,0,,13.395,,2.374,,2048,,5.078,,7.473,,2049,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
2.122,,,0.005,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
2.172,,,0.011,0,,13.395,,2.374,,2048,,5.078,,7.473,,2049,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
2.222,,,0.008,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
2.273,,,0.002,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
2.322,,,0.000,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.879,,2040,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
2.372,,,0.012,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
2.422,,,0.008,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
2.473,,,0.023,0,,13.395,,2.374,,2048,,5.078,,7.473,,2049,,-1.175,,3.077,,2048,,-28.416,,8.879,,2040,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
2.522,,,0.000,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.879,,2040,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
2.573,,,0.014,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.956,,2044,,-18.756,,3.077,,2049
2.622,,,0.008,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
2.672,,,0.004,0,,13.395,,2.374,,2048,,5.078,,7.385,,2048,,-1.175,,3.077,,2048,,-28.416,,8.791,,2039,,3.124,,2.022,,2048,,3.495,,11.868,,2043,,-18.756,,3.077,,2049
2.723,MARK:base_changed_j1_2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.723,MARK:base_changed_j2_2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.723,MARK:base_changed_j3_2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.723,MARK:base_changed_j4_2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.723,MARK:base_changed_j5_2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.723,MARK:base_changed_j6_2044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.723,MARK:base_changed_j7_2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.723,,,0.000,0,,13.395,2.374,2.374,,2048,,5.078,7.385,7.385,,2048,,-1.175,3.077,3.077,,2048,,-28.416,8.791,8.879,,2040,,3.124,2.022,2.022,,2048,,3.495,11.956,11.868,,2043,,-18.756,3.077,3.077,,2049
2.772,,,0.001,0,,0.018,2.374,2.374,,2048,,0.022,7.385,7.473,,2049,,0.018,3.077,3.077,,2048,,0.018,8.791,8.879,,2040,,0.013,2.022,2.022,,2048,,-0.001,11.956,11.956,,2044,,-0.016,3.077,3.077,,2049
