# csv_version=1
# scenario="HM_human"
# t0_unix=1781485775.7681658
# t0_iso="2026-06-15T10:09:35+0900"
# motor_ids=[1, 2, 3, 4, 5, 6, 7]
# leader_sign={"1": -1.0, "2": 1.0, "3": -1.0, "4": 1.0, "5": -1.0, "6": 1.0, "7": -1.0}
# leader_scale={"1": 1.0, "2": 1.0, "3": 1.0, "4": 1.0, "5": 1.0, "6": 1.0, "7": 1.0}
# relay_mode="calib_ik"
# relay_active=true
# leader_connected=false
# imu_connected=true
# safe_profile_velocity=150
# max_vel_deg_s=180.0
# joint_limit_deg={"1": 120, "2": 120, "3": 90, "4": 140, "5": 90, "6": 90, "7": 90}
# leader_zero_offset_deg={"5": 90.0}
t,ev,leader_age,imu_age,read_fail,L1_deg,C1_deg,G1_deg,P1_deg,Lraw1,Praw1,L2_deg,C2_deg,G2_deg,P2_deg,Lraw2,Praw2,L3_deg,C3_deg,G3_deg,P3_deg,Lraw3,Praw3,L4_deg,C4_deg,G4_deg,P4_deg,Lraw4,Praw4,L5_deg,C5_deg,G5_deg,P5_deg,Lraw5,Praw5,L6_deg,C6_deg,G6_deg,P6_deg,Lraw6,Praw6,L7_deg,C7_deg,G7_deg,P7_deg,Lraw7,Praw7
0.052,,,0.035,0,,0.485,0.000,0.000,,2048,,0.530,0.000,0.000,,2048,,1.064,0.000,0.000,,2048,,2.705,2.725,2.374,,2067,,-4.144,-4.044,-3.780,,2000,,1.859,1.758,1.758,,2070,,-0.878,0.000,0.088,,2050
0.101,,,0.003,0,,0.489,0.000,0.000,,2048,,0.522,0.000,0.000,,2048,,1.076,0.000,0.000,,2048,,2.696,2.725,2.374,,2067,,-4.165,-4.044,-3.780,,2000,,1.859,1.758,1.758,,2070,,-0.879,0.000,0.088,,2050
0.149,,,0.015,0,,0.491,0.000,0.000,,2048,,0.513,0.000,0.000,,2048,,1.086,0.000,0.000,,2048,,2.687,2.725,2.374,,2067,,-4.191,-4.044,-3.780,,2000,,1.858,1.758,1.758,,2070,,-0.880,0.000,0.088,,2050
0.200,,,0.000,0,,0.493,0.000,0.000,,2048,,0.506,0.000,0.000,,2048,,1.093,0.000,0.000,,2048,,2.683,2.725,2.374,,2067,,-4.210,-4.044,-3.780,,2000,,1.853,1.758,1.758,,2070,,-0.880,0.000,0.088,,2050
0.254,,,0.001,0,,0.496,0.000,0.000,,2048,,0.500,0.000,0.000,,2048,,1.096,0.000,0.000,,2048,,2.681,2.725,2.374,,2067,,-4.229,-4.044,-3.780,,2000,,1.855,1.758,1.758,,2070,,-0.880,0.000,0.088,,2050
0.300,,,0.020,0,,0.497,0.000,0.000,,2048,,0.494,0.000,0.000,,2048,,1.103,0.000,0.000,,2048,,2.678,2.725,2.374,,2067,,-4.248,-4.044,-3.780,,2000,,1.856,1.758,1.758,,2070,,-0.883,0.000,0.088,,2050
0.340,,,0.007,0,,0.497,0.000,0.000,,2048,,0.491,0.000,0.000,,2048,,1.106,0.000,0.000,,2048,,2.678,2.725,2.374,,2067,,-4.259,-4.044,-3.780,,2000,,1.858,1.758,1.758,,2070,,-0.884,0.000,0.088,,2050
0.399,,,0.012,0,,0.494,0.000,0.000,,2048,,0.482,0.000,0.000,,2048,,1.111,0.000,0.000,,2048,,2.674,2.725,2.374,,2067,,-4.282,-4.308,-3.780,,2000,,1.864,1.758,1.758,,2070,,-0.886,0.000,0.088,,2050
0.436,,,0.007,0,,0.491,0.000,0.000,,2048,,0.478,0.000,0.000,,2048,,1.117,0.000,0.000,,2048,,2.672,2.725,2.374,,2067,,-4.291,-4.308,-3.780,,2000,,1.868,1.758,1.758,,2070,,-0.887,0.000,0.088,,2050
0.485,,,0.003,0,,0.487,0.000,0.000,,2048,,0.476,0.000,0.000,,2048,,1.123,0.000,0.000,,2048,,2.672,2.725,2.374,,2067,,-4.311,-4.308,-3.780,,2000,,1.877,1.758,1.758,,2070,,-0.888,0.000,0.088,,2050
0.532,,,0.002,0,,0.486,0.000,0.000,,2048,,0.477,0.000,0.000,,2048,,1.130,0.000,0.000,,2048,,2.675,2.725,2.374,,2067,,-4.331,-4.308,-3.780,,2000,,1.886,1.758,1.758,,2070,,-0.892,0.000,0.088,,2050
0.590,,,0.000,0,,0.485,0.000,0.000,,2048,,0.477,0.000,0.000,,2048,,1.124,0.000,0.000,,2048,,2.677,2.725,2.374,,2067,,-4.349,-4.308,-3.780,,2000,,1.892,1.758,1.758,,2070,,-0.895,0.000,0.088,,2050
0.632,,,0.012,0,,0.483,0.000,0.000,,2048,,0.476,0.000,0.000,,2048,,1.113,0.000,0.000,,2048,,2.678,2.725,2.374,,2067,,-4.356,-4.308,-3.780,,2000,,1.896,1.758,1.758,,2070,,-0.895,0.000,0.088,,2050
