# csv_version=1
# scenario="S1_track_j1"
# t0_unix=1781245413.9507632
# t0_iso="2026-06-12T15:23:33+0900"
# motor_ids=[1, 2, 3, 4, 5, 6, 7]
# leader_sign={"1": -1.0, "2": 1.0, "3": -1.0, "4": 1.0, "5": -1.0, "6": 1.0, "7": -1.0}
# leader_scale={"1": 1.0, "2": 1.0, "3": 1.0, "4": 1.0, "5": 1.0, "6": 1.0, "7": 1.0}
# relay_mode="calib_ik"
# relay_active=false
# leader_connected=false
# imu_connected=true
# safe_profile_velocity=150
# max_vel_deg_s=180.0
# joint_limit_deg={"1": 120, "2": 120, "3": 90, "4": 140, "5": 90, "6": 90, "7": 90}
# leader_zero_offset_deg={"5": 90.0}
t,ev,leader_age,imu_age,read_fail,L1_deg,C1_deg,G1_deg,P1_deg,Lraw1,Praw1,L2_deg,C2_deg,G2_deg,P2_deg,Lraw2,Praw2,L3_deg,C3_deg,G3_deg,P3_deg,Lraw3,Praw3,L4_deg,C4_deg,G4_deg,P4_deg,Lraw4,Praw4,L5_deg,C5_deg,G5_deg,P5_deg,Lraw5,Praw5,L6_deg,C6_deg,G6_deg,P6_deg,Lraw6,Praw6,L7_deg,C7_deg,G7_deg,P7_deg,Lraw7,Praw7
0.053,,,0.000,0,,5.629,,9.670,,2048,,7.832,,6.681,,2048,,-2.559,,-2.725,,2048,,9.121,,8.615,,2041,,-12.347,,12.835,,2042,,-1.860,,7.736,,2044,,1.223,,-2.549,,2049
0.101,,,0.008,0,,5.629,,9.670,,2048,,7.832,,6.681,,2048,,-2.559,,-2.725,,2048,,9.121,,8.615,,2041,,-12.347,,12.835,,2042,,-1.860,,7.736,,2044,,1.223,,-2.549,,2049
0.150,,,0.005,0,,5.629,,9.670,,2048,,7.832,,6.681,,2048,,-2.559,,-2.725,,2048,,9.121,,8.615,,2041,,-12.347,,12.835,,2042,,-1.860,,7.736,,2044,,1.223,,-2.549,,2049
0.200,,,0.019,0,,5.629,,9.670,,2048,,7.832,,6.681,,2048,,-2.559,,-2.725,,2048,,9.121,,8.615,,2041,,-12.347,,12.835,,2042,,-1.860,,7.736,,2044,,1.223,,-2.549,,2049
0.249,,,0.015,0,,5.629,,9.670,,2048,,7.832,,6.681,,2048,,-2.559,,-2.725,,2048,,9.121,,8.615,,2041,,-12.347,,12.835,,2042,,-1.860,,7.736,,2044,,1.223,,-2.549,,2049
0.300,,,0.012,0,,5.629,,9.670,,2048,,7.832,,6.681,,2048,,-2.559,,-2.725,,2048,,9.121,,8.615,,2041,,-12.347,,12.835,,2042,,-1.860,,7.736,,2044,,1.223,,-2.549,,2049
0.350,,,0.008,0,,5.629,,9.670,,2048,,7.832,,6.681,,2048,,-2.559,,-2.725,,2048,,9.121,,8.615,,2041,,-12.347,,12.835,,2042,,-1.860,,7.736,,2044,,1.223,,-2.549,,2049
0.400,,,0.023,0,,5.629,,9.670,,2048,,7.832,,6.681,,2048,,-2.559,,-2.725,,2048,,9.121,,8.615,,2041,,-12.347,,12.835,,2042,,-1.860,,7.736,,2044,,1.223,,-2.549,,2049
0.451,,,0.002,0,,5.629,,9.670,,2048,,7.832,,6.681,,2048,,-2.559,,-2.725,,2048,,9.121,,8.615,,2041,,-12.347,,12.835,,2042,,-1.860,,7.736,,2044,,1.223,,-2.549,,2049
0.500,,,0.015,0,,5.629,,9.670,,2048,,7.832,,6.681,,2048,,-2.559,,-2.725,,2048,,9.121,,8.615,,2041,,-12.347,,12.835,,2042,,-1.860,,7.736,,2044,,1.223,,-2.549,,2049
0.550,,,0.011,0,,5.629,,9.670,,2048,,7.832,,6.681,,2048,,-2.559,,-2.725,,2048,,9.121,,8.615,,2041,,-12.347,,12.835,,2042,,-1.860,,7.736,,2044,,1.223,,-2.549,,2049
0.600,,,0.007,0,,5.629,,9.670,,2048,,7.832,,6.681,,2048,,-2.559,,-2.725,,2048,,9.121,,8.615,,2041,,-12.347,,12.835,,2042,,-1.860,,7.736,,2044,,1.223,,-2.549,,2049
