# csv_version=1
# scenario="HM_human"
# t0_unix=1781485179.4077742
# t0_iso="2026-06-15T09:59:39+0900"
# motor_ids=[1, 2, 3, 4, 5, 6, 7]
# leader_sign={"1": -1.0, "2": 1.0, "3": -1.0, "4": 1.0, "5": -1.0, "6": 1.0, "7": -1.0}
# leader_scale={"1": 1.0, "2": 1.0, "3": 1.0, "4": 1.0, "5": 1.0, "6": 1.0, "7": 1.0}
# relay_mode="calib_ik"
# relay_active=true
# leader_connected=false
# imu_connected=true
# safe_profile_velocity=150
# max_vel_deg_s=180.0
# joint_limit_deg={"1": 120, "2": 120, "3": 90, "4": 140, "5": 90, "6": 90, "7": 90}
# leader_zero_offset_deg={"5": 90.0}
t,ev,leader_age,imu_age,read_fail,L1_deg,C1_deg,G1_deg,P1_deg,Lraw1,Praw1,L2_deg,C2_deg,G2_deg,P2_deg,Lraw2,Praw2,L3_deg,C3_deg,G3_deg,P3_deg,Lraw3,Praw3,L4_deg,C4_deg,G4_deg,P4_deg,Lraw4,Praw4,L5_deg,C5_deg,G5_deg,P5_deg,Lraw5,Praw5,L6_deg,C6_deg,G6_deg,P6_deg,Lraw6,Praw6,L7_deg,C7_deg,G7_deg,P7_deg,Lraw7,Praw7
0.053,,,0.101,0,,1.774,1.934,2.198,,2030,,1.367,1.407,1.407,,2025,,2.842,2.725,2.725,,2110,,0.332,0.000,-0.440,,2008,,1.613,1.582,0.879,,2010,,1.066,1.143,0.967,,2113,,0.258,0.000,0.000,,1965
0.100,,,0.017,0,,1.764,1.934,2.198,,2030,,1.355,1.407,1.407,,2025,,2.850,2.725,2.725,,2110,,0.329,0.000,-0.440,,2008,,1.617,1.582,0.879,,2010,,1.061,1.143,0.967,,2113,,0.270,0.000,0.000,,1965
0.149,,,0.044,0,,1.761,1.934,2.198,,2030,,1.352,1.407,1.407,,2025,,2.851,2.725,2.725,,2110,,0.329,0.000,-0.440,,2008,,1.613,1.582,0.879,,2010,,1.061,1.143,0.967,,2113,,0.272,0.000,0.000,,1965
0.197,,,0.092,0,,1.761,1.934,2.198,,2030,,1.352,1.407,1.407,,2025,,2.851,2.725,2.725,,2110,,0.329,0.000,-0.440,,2008,,1.613,1.582,0.879,,2010,,1.061,1.143,0.967,,2113,,0.272,0.000,0.000,,1965
0.244,,,0.016,0,,1.751,1.934,2.198,,2030,,1.345,1.407,1.407,,2025,,2.858,2.725,2.725,,2110,,0.337,0.000,-0.440,,2008,,1.607,1.582,0.879,,2010,,1.050,1.143,0.967,,2113,,0.279,0.000,0.000,,1965
0.293,,,0.064,0,,1.751,1.934,2.198,,2030,,1.345,1.407,1.407,,2025,,2.858,2.725,2.725,,2110,,0.337,0.000,-0.440,,2008,,1.607,1.582,0.879,,2010,,1.050,1.143,0.967,,2113,,0.279,0.000,0.000,,1965
0.341,,,0.113,0,,1.751,1.934,2.198,,2030,,1.345,1.407,1.407,,2025,,2.858,2.725,2.725,,2110,,0.337,0.000,-0.440,,2008,,1.607,1.582,0.879,,2010,,1.050,1.143,0.967,,2113,,0.279,0.000,0.000,,1965
0.392,,,0.164,0,,1.751,1.934,2.198,,2030,,1.345,1.407,1.407,,2025,,2.858,2.725,2.725,,2110,,0.337,0.000,-0.440,,2008,,1.607,1.582,0.879,,2010,,1.050,1.143,0.967,,2113,,0.279,0.000,0.000,,1965
0.441,,,0.213,0,,1.751,1.934,2.198,,2030,,1.345,1.407,1.407,,2025,,2.858,2.725,2.725,,2110,,0.337,0.000,-0.440,,2008,,1.607,1.582,0.879,,2010,,1.050,1.143,0.967,,2113,,0.279,0.000,0.000,,1965
0.492,,,0.000,0,,1.758,1.934,2.198,,2030,,1.355,1.407,1.407,,2025,,2.869,2.725,2.725,,2110,,0.308,0.000,-0.440,,2008,,1.564,1.582,0.879,,2010,,1.049,1.143,0.967,,2113,,0.268,0.000,0.000,,1965
0.541,,,0.022,0,,1.754,1.934,2.198,,2030,,1.354,1.407,1.407,,2025,,2.871,2.725,2.725,,2110,,0.306,0.000,-0.440,,2008,,1.554,1.582,0.879,,2010,,1.055,1.143,0.967,,2113,,0.272,0.000,0.000,,1965
0.591,,,0.072,0,,1.754,1.934,2.198,,2030,,1.354,1.407,1.407,,2025,,2.871,2.725,2.725,,2110,,0.306,0.000,-0.440,,2008,,1.554,1.582,0.879,,2010,,1.055,1.143,0.967,,2113,,0.272,0.000,0.000,,1965
0.648,,,0.009,0,,1.745,1.934,2.198,,2030,,1.365,1.407,1.407,,2025,,2.868,2.725,2.725,,2110,,0.293,0.000,-0.440,,2008,,1.532,1.582,0.879,,2010,,1.049,1.143,0.967,,2113,,0.260,0.000,0.000,,1965
0.700,,,0.019,0,,1.742,1.934,2.198,,2030,,1.369,1.407,1.407,,2025,,2.867,2.725,2.725,,2110,,0.293,0.000,-0.440,,2008,,1.531,1.582,0.879,,2010,,1.050,1.143,0.967,,2113,,0.258,0.000,0.000,,1965
0.741,,,0.060,0,,1.742,1.934,2.198,,2030,,1.369,1.407,1.407,,2025,,2.867,2.725,2.725,,2110,,0.293,0.000,-0.440,,2008,,1.531,1.582,0.879,,2010,,1.050,1.143,0.967,,2113,,0.258,0.000,0.000,,1965
0.799,,,0.000,0,,1.728,1.934,2.198,,2030,,1.366,1.407,1.407,,2025,,2.860,2.725,2.725,,2110,,0.292,0.000,-0.440,,2008,,1.523,1.582,0.879,,2010,,1.042,1.143,0.967,,2113,,0.252,0.000,0.000,,1965
0.849,,,0.020,0,,1.719,1.934,2.198,,2030,,1.364,1.407,1.407,,2025,,2.850,2.725,2.725,,2110,,0.290,0.000,-0.440,,2008,,1.516,1.582,0.879,,2010,,1.034,1.143,0.967,,2113,,0.248,0.000,0.000,,1965
0.892,,,0.062,0,,1.719,1.934,2.198,,2030,,1.364,1.407,1.407,,2025,,2.850,2.725,2.725,,2110,,0.290,0.000,-0.440,,2008,,1.516,1.582,0.879,,2010,,1.034,1.143,0.967,,2113,,0.248,0.000,0.000,,1965
0.942,,,0.003,0,,1.706,1.670,2.198,,2030,,1.363,1.407,1.407,,2025,,2.840,2.725,2.725,,2110,,0.296,0.000,-0.440,,2008,,1.504,1.582,0.879,,2010,,1.030,1.143,0.967,,2113,,0.248,0.000,0.000,,1965
1.000,,,0.027,0,,1.699,1.670,2.198,,2030,,1.360,1.407,1.407,,2025,,2.834,2.725,2.725,,2110,,0.293,0.000,-0.440,,2008,,1.491,1.582,0.879,,2010,,1.035,1.143,0.967,,2113,,0.244,0.000,0.000,,1965
1.042,,,0.069,0,,1.699,1.670,2.198,,2030,,1.360,1.407,1.407,,2025,,2.834,2.725,2.725,,2110,,0.293,0.000,-0.440,,2008,,1.491,1.582,0.879,,2010,,1.035,1.143,0.967,,2113,,0.244,0.000,0.000,,1965
1.091,,,0.004,0,,1.708,1.670,2.198,,2030,,1.362,1.407,1.407,,2025,,2.831,2.725,2.725,,2110,,0.285,0.000,-0.440,,2008,,1.472,1.582,0.879,,2010,,1.038,1.143,0.967,,2113,,0.238,0.000,0.000,,1965
1.142,,,0.042,0,,1.710,1.670,2.198,,2030,,1.361,1.407,1.407,,2025,,2.828,2.725,2.725,,2110,,0.283,0.000,-0.440,,2008,,1.457,1.582,0.879,,2010,,1.034,1.143,0.967,,2113,,0.235,0.000,0.000,,1965
1.191,,,0.092,0,,1.710,1.670,2.110,,2029,,1.361,1.407,1.407,,2025,,2.828,2.725,2.725,,2110,,0.283,0.000,-0.440,,2008,,1.457,1.582,0.879,,2010,,1.034,1.143,0.967,,2113,,0.235,0.000,0.000,,1965
1.241,,,0.011,0,,1.713,1.670,2.110,,2029,,1.354,1.407,1.407,,2025,,2.815,2.725,2.725,,2110,,0.275,0.000,-0.440,,2008,,1.403,1.582,0.879,,2010,,1.019,1.143,0.967,,2113,,0.225,0.000,0.000,,1965
1.291,,,0.030,0,,1.714,1.670,2.110,,2029,,1.353,1.407,1.407,,2025,,2.812,2.725,2.725,,2110,,0.279,0.000,-0.440,,2008,,1.389,1.582,0.879,,2010,,1.017,1.143,0.967,,2113,,0.226,0.000,0.000,,1965
1.341,,,0.080,0,,1.714,1.670,2.022,,2028,,1.353,1.407,1.407,,2025,,2.812,2.725,2.725,,2110,,0.279,0.000,-0.440,,2008,,1.389,1.582,0.879,,2010,,1.017,1.143,0.967,,2113,,0.226,0.000,0.000,,1965
1.400,,,0.012,0,,1.711,1.670,2.022,,2028,,1.355,1.407,1.407,,2025,,2.816,2.725,2.725,,2110,,0.280,0.000,-0.440,,2008,,1.368,1.582,0.879,,2010,,1.001,1.143,0.967,,2113,,0.217,0.000,0.000,,1965
1.442,,,0.036,0,,1.710,1.670,2.022,,2028,,1.356,1.407,1.407,,2025,,2.816,2.725,2.725,,2110,,0.279,0.000,-0.440,,2008,,1.360,1.319,0.879,,2010,,0.996,1.143,0.967,,2113,,0.215,0.000,0.000,,1965
1.491,,,0.086,0,,1.710,1.670,2.022,,2028,,1.356,1.407,1.407,,2025,,2.816,2.725,2.725,,2110,,0.279,0.000,-0.440,,2008,,1.360,1.319,0.879,,2010,,0.996,1.143,0.967,,2113,,0.215,0.000,0.000,,1965
1.548,,,0.026,0,,1.705,1.670,2.022,,2028,,1.350,1.407,1.407,,2025,,2.807,2.725,2.725,,2110,,0.284,0.000,-0.440,,2008,,1.348,1.319,0.879,,2010,,0.995,1.143,0.967,,2113,,0.220,0.000,0.000,,1965
1.592,,,0.040,0,,1.704,1.670,2.022,,2028,,1.349,1.407,1.407,,2025,,2.806,2.725,2.725,,2110,,0.284,0.000,-0.440,,2008,,1.346,1.319,0.879,,2010,,0.995,1.143,0.967,,2113,,0.221,0.000,0.000,,1965
1.642,,,0.090,0,,1.704,1.670,2.022,,2028,,1.349,1.407,1.407,,2025,,2.806,2.725,2.725,,2110,,0.284,0.000,-0.440,,2008,,1.346,1.319,0.879,,2010,,0.995,1.143,0.967,,2113,,0.221,0.000,0.000,,1965
1.691,,,0.001,0,,1.691,1.670,2.022,,2028,,1.358,1.407,1.407,,2025,,2.826,2.725,2.725,,2110,,0.315,0.000,-0.440,,2008,,1.346,1.319,0.879,,2010,,0.965,1.143,0.967,,2113,,0.211,0.000,0.000,,1965
1.742,,,0.052,0,,1.689,1.670,2.022,,2028,,1.360,1.407,1.407,,2025,,2.831,2.725,2.725,,2110,,0.315,0.000,-0.440,,2008,,1.342,1.319,0.879,,2010,,0.962,1.143,0.967,,2113,,0.207,0.000,0.000,,1965
1.791,,,0.101,0,,1.689,1.670,2.022,,2028,,1.360,1.407,1.407,,2025,,2.831,2.725,2.725,,2110,,0.315,0.000,-0.440,,2008,,1.342,1.319,0.879,,2010,,0.962,1.143,0.967,,2113,,0.207,0.000,0.000,,1965
1.842,,,0.011,0,,1.688,1.670,2.022,,2028,,1.362,1.407,1.407,,2025,,2.826,2.725,2.725,,2110,,0.321,0.000,-0.440,,2008,,1.338,1.319,0.879,,2010,,0.954,1.143,0.967,,2113,,0.207,0.000,0.000,,1965
1.892,,,0.062,0,,1.686,1.670,2.022,,2028,,1.361,1.407,1.407,,2025,,2.823,2.725,2.725,,2110,,0.324,0.000,-0.440,,2008,,1.339,1.319,0.879,,2010,,0.952,1.143,0.967,,2113,,0.208,0.000,0.000,,1965
1.942,,,0.112,0,,1.686,1.670,2.022,,2028,,1.361,1.407,1.407,,2025,,2.823,2.725,2.725,,2110,,0.324,0.000,-0.440,,2008,,1.339,1.319,0.879,,2010,,0.952,1.143,0.967,,2113,,0.208,0.000,0.000,,1965
1.999,,,0.023,0,,1.677,1.670,2.022,,2028,,1.357,1.407,1.407,,2025,,2.796,2.725,2.725,,2110,,0.331,0.000,-0.440,,2008,,1.342,1.319,0.879,,2010,,0.942,1.143,0.967,,2113,,0.204,0.000,0.000,,1965
2.041,,,0.065,0,,1.677,1.670,1.934,,2027,,1.357,1.407,1.407,,2025,,2.796,2.725,2.725,,2110,,0.331,0.000,-0.440,,2008,,1.342,1.319,0.879,,2010,,0.942,1.143,0.967,,2113,,0.204,0.000,0.000,,1965
2.093,,,0.002,0,,1.677,1.670,1.934,,2027,,1.357,1.407,1.407,,2025,,2.796,2.725,2.725,,2110,,0.331,0.000,-0.440,,2008,,1.342,1.319,0.879,,2010,,0.942,1.143,0.967,,2113,,0.204,0.000,0.000,,1965
2.142,,,0.021,0,,1.668,1.670,2.022,,2028,,1.371,1.407,1.407,,2025,,2.793,2.725,2.725,,2110,,0.326,0.000,-0.440,,2008,,1.357,1.319,0.879,,2010,,0.932,1.143,0.967,,2113,,0.194,0.000,0.000,,1965
2.192,,,0.071,0,,1.668,1.670,1.934,,2027,,1.371,1.407,1.407,,2025,,2.793,2.725,2.725,,2110,,0.326,0.000,-0.440,,2008,,1.357,1.319,0.879,,2010,,0.932,1.143,0.967,,2113,,0.194,0.000,-0.088,,1964
2.243,,,0.000,0,,1.668,1.670,2.022,,2028,,1.371,1.407,1.407,,2025,,2.793,2.725,2.725,,2110,,0.326,0.000,-0.440,,2008,,1.357,1.319,0.879,,2010,,0.932,1.143,0.967,,2113,,0.194,0.000,0.000,,1965
2.300,,,0.016,0,,1.657,1.670,2.022,,2028,,1.373,1.407,1.407,,2025,,2.793,2.725,2.725,,2110,,0.325,0.000,-0.440,,2008,,1.354,1.319,0.879,,2010,,0.934,1.143,0.967,,2113,,0.205,0.000,0.000,,1965
2.341,,,0.057,0,,1.657,1.670,2.022,,2028,,1.373,1.407,1.407,,2025,,2.793,2.725,2.725,,2110,,0.325,0.000,-0.440,,2008,,1.354,1.319,0.879,,2010,,0.934,1.143,0.967,,2113,,0.205,0.000,0.000,,1965
2.392,,,0.017,0,,1.650,1.670,2.022,,2028,,1.381,1.407,1.407,,2025,,2.798,2.725,2.725,,2110,,0.335,0.000,-0.440,,2008,,1.347,1.319,0.879,,2010,,0.926,1.143,0.967,,2113,,0.206,0.000,0.000,,1965
2.449,,,0.021,0,,1.650,1.670,2.022,,2028,,1.384,1.407,1.407,,2025,,2.793,2.725,2.725,,2110,,0.335,0.000,-0.440,,2008,,1.335,1.319,0.879,,2010,,0.923,1.143,0.967,,2113,,0.203,0.000,0.000,,1965
2.497,,,0.014,0,,1.657,1.670,2.022,,2028,,1.392,1.407,1.407,,2025,,2.790,2.725,2.725,,2110,,0.338,0.000,-0.440,,2008,,1.320,1.319,0.879,,2010,,0.920,0.879,0.967,,2113,,0.195,0.000,0.000,,1965
2.541,,,0.002,0,,1.667,1.670,2.022,,2028,,1.399,1.407,1.407,,2025,,2.791,2.725,2.725,,2110,,0.336,0.000,-0.440,,2008,,1.303,1.319,0.879,,2010,,0.919,0.879,0.967,,2113,,0.188,0.000,0.000,,1965
2.591,,,0.017,0,,1.682,1.670,1.934,,2027,,1.411,1.407,1.407,,2025,,2.796,2.725,2.725,,2110,,0.332,0.000,-0.440,,2008,,1.301,1.319,0.879,,2010,,0.924,0.879,0.967,,2113,,0.186,0.000,0.000,,1965
2.650,,,0.000,0,,1.695,1.670,2.022,,2028,,1.428,1.407,1.407,,2025,,2.793,2.725,2.725,,2110,,0.335,0.000,-0.440,,2008,,1.305,1.319,0.879,,2010,,0.933,0.879,0.967,,2113,,0.190,0.000,0.000,,1965
2.699,,,0.016,0,,1.704,1.670,2.022,,2028,,1.443,1.407,1.407,,2025,,2.794,2.725,2.725,,2110,,0.338,0.000,-0.440,,2008,,1.304,1.319,0.879,,2010,,0.944,0.879,0.967,,2113,,0.192,0.000,0.000,,1965
2.742,,,0.003,0,,1.708,1.670,2.022,,2028,,1.450,1.407,1.407,,2025,,2.793,2.725,2.725,,2110,,0.339,0.000,-0.440,,2008,,1.304,1.319,0.879,,2010,,0.949,0.879,0.967,,2113,,0.193,0.000,0.000,,1965
2.792,,,0.013,0,,1.716,1.670,2.022,,2028,,1.460,1.407,1.407,,2025,,2.794,2.725,2.725,,2110,,0.341,0.000,-0.440,,2008,,1.300,1.319,0.879,,2010,,0.960,0.879,0.967,,2113,,0.194,0.000,0.000,,1965
2.849,,,0.021,0,,1.730,1.670,2.022,,2028,,1.479,1.407,1.407,,2025,,2.812,2.725,2.725,,2110,,0.343,0.000,-0.440,,2008,,1.288,1.319,0.879,,2010,,0.978,0.879,0.967,,2113,,0.194,0.000,0.000,,1965
2.899,,,0.016,0,,1.738,1.670,2.022,,2028,,1.492,1.407,1.407,,2025,,2.821,2.725,2.725,,2110,,0.345,0.000,-0.440,,2008,,1.278,1.319,0.879,,2010,,0.984,0.879,0.967,,2113,,0.191,0.000,0.000,,1965
2.941,,,0.003,0,,1.741,1.670,1.934,,2027,,1.497,1.407,1.407,,2025,,2.826,2.725,2.725,,2110,,0.346,0.000,-0.440,,2008,,1.274,1.319,0.879,,2010,,0.986,0.879,0.879,,2112,,0.192,0.000,0.000,,1965
2.992,,,0.014,0,,1.744,1.670,2.022,,2028,,1.502,1.407,1.407,,2025,,2.830,2.725,2.725,,2110,,0.349,0.000,-0.440,,2008,,1.270,1.319,0.879,,2010,,0.989,0.879,0.967,,2113,,0.194,0.000,0.000,,1965
3.047,,,0.017,0,,1.748,1.670,1.934,,2027,,1.499,1.407,1.407,,2025,,2.836,2.725,2.725,,2110,,0.344,0.000,-0.440,,2008,,1.264,1.319,0.879,,2010,,1.006,0.879,0.967,,2113,,0.203,0.000,0.000,,1965
3.092,,,0.002,0,,1.746,1.670,2.022,,2028,,1.495,1.407,1.407,,2025,,2.844,2.725,2.725,,2110,,0.343,0.000,-0.440,,2008,,1.266,1.319,0.879,,2010,,1.015,0.879,0.879,,2112,,0.212,0.000,0.000,,1965
3.149,,,0.000,0,,1.743,1.670,1.934,,2027,,1.494,1.407,1.407,,2025,,2.854,2.725,2.725,,2110,,0.347,0.000,-0.440,,2008,,1.263,1.319,0.879,,2010,,1.012,0.879,0.879,,2112,,0.218,0.000,0.000,,1965
3.199,,,0.020,0,,1.743,1.670,1.934,,2027,,1.498,1.407,1.407,,2025,,2.864,2.725,2.725,,2110,,0.347,0.000,-0.440,,2008,,1.269,1.319,0.879,,2010,,1.015,0.879,0.879,,2112,,0.221,0.000,0.000,,1965
