# csv_version=1
# scenario="HM_human"
# t0_unix=1781485278.0972962
# t0_iso="2026-06-15T10:01:18+0900"
# motor_ids=[1, 2, 3, 4, 5, 6, 7]
# leader_sign={"1": -1.0, "2": 1.0, "3": -1.0, "4": 1.0, "5": -1.0, "6": 1.0, "7": -1.0}
# leader_scale={"1": 1.0, "2": 1.0, "3": 1.0, "4": 1.0, "5": 1.0, "6": 1.0, "7": 1.0}
# relay_mode="calib_ik"
# relay_active=false
# leader_connected=false
# imu_connected=true
# safe_profile_velocity=150
# max_vel_deg_s=180.0
# joint_limit_deg={"1": 120, "2": 120, "3": 90, "4": 140, "5": 90, "6": 90, "7": 90}
# leader_zero_offset_deg={"5": 90.0}
t,ev,leader_age,imu_age,read_fail,L1_deg,C1_deg,G1_deg,P1_deg,Lraw1,Praw1,L2_deg,C2_deg,G2_deg,P2_deg,Lraw2,Praw2,L3_deg,C3_deg,G3_deg,P3_deg,Lraw3,Praw3,L4_deg,C4_deg,G4_deg,P4_deg,Lraw4,Praw4,L5_deg,C5_deg,G5_deg,P5_deg,Lraw5,Praw5,L6_deg,C6_deg,G6_deg,P6_deg,Lraw6,Praw6,L7_deg,C7_deg,G7_deg,P7_deg,Lraw7,Praw7
0.053,,,0.014,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.102,,,0.012,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.153,,,0.009,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.202,,,0.004,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.252,,,0.016,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.303,,,0.013,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.352,,,0.008,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.402,,,0.003,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.452,,,0.018,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.503,,,0.014,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.552,,,0.005,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.602,,,0.005,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.652,,,0.000,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.702,,,0.015,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.752,,,0.009,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.802,,,0.005,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.852,,,0.018,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
0.903,,,0.014,0,,0.398,0.000,0.000,,2048,,0.325,0.000,0.000,,2048,,-1.575,-1.758,-1.758,,2028,,1.296,0.000,0.440,,2045,,-0.445,0.000,-0.440,,2038,,-2.121,-2.198,-1.846,,2027,,2.393,2.286,2.374,,2076
